"","time","title"
"1",2021-09-04,"upgrade or lose 365 access, microsoft sets deadline for users of old outlook, ios"
"2",2021-09-04,"will you get the free windows 11 upgrade heres the definitive answer"
"3",2021-09-04,"archaeological windows exhibition displays relics of mexica capital of tenochtiln"
"4",2021-09-01,"google, facebook, microsoft top eu lobbying spending study"
"5",2021-09-01,"microsoft reveals windows 11 launch date what you need to know"
"6",2021-09-01,"microsoft offers free windows 11 upgrade in october"
"7",2021-09-01,"microsoft is kicking unsupported pcs out of windows 11 testing"
"8",2021-09-01,"microsoft will release windows 11 on october 5th"
"9",2021-08-30,"microsoft exposed cloud database researchers, cybersecurity agency urge users to change digital access keys"
"10",2021-08-28,"microsoft is threatening to withhold windows 11 updates if your cpu is old"
"11",2021-08-28,"microsoft is reportedly discontinuing support for office apps on chromebook from september 18"
"12",2021-08-28,"microsoft surface duo 2 expected to offer better cameras, bigger battery"
"13",2021-08-28,"microsoft updates windows 11 minimum system requirements to include older intel cpus"
"14",2021-08-28,"windows 10 warning issued for millions as new hack goes viral"
"15",2021-08-28,"microsoft has good news for your old windows computer"
"16",2021-08-27,"microsoft will make windows 11 compatible with more pc chips"
"17",2021-08-27,"microsoft wont stop you installing windows 11 on older pcs"
"18",2021-08-27,"the windows 11 upgrade situation just got less and more confusing"
"19",2021-08-27,"microsoft surface duo 2 specifications tipped via geekbench listing, may come with snapdragon 888 soc"
"20",2021-08-27,"microsoft azure cloud vulnerability is the worst you can imagine"
"21",2021-08-27,"microsoft warns thousands of cloud customers of data vulnerability"
"22",2021-08-27,"google, microsoft pledge billions in cybersecurity investments"
"23",2021-08-27,"microsoft warns cloud customers of flaw that may have exposed databases report2 min read"
"24",2021-08-27,"microsoft warns cloud customers of flaw that may have exposed databases report"
"25",2021-08-27,"microsoft warns thousands of azure cloud customers of exposed cosmos db databases"
"26",2021-08-26,"age of empires 4 what microsoft revealed at gamescom 2021"
"27",2021-08-26,"microsoft hires former top amazon cloud executive, adding to rivalry"
"28",2021-08-26,"microsoft hires former amazon cloud exec charlie bell"
"29",2021-08-26,"microsoft hires former amazon cloud executive charlie bell"
"30",2021-08-26,"google, microsoft plan to spend billions on cybersecurity after meeting with biden"
"31",2021-08-26,"microsofts panos panay now directly advises ceo satya nadella"
"32",2021-08-26,"microsofts halothemed xbox series x will be available for preorder wednesday night at walmart"
"33",2021-08-26,"google and microsoft promise billions to help bolster us cybersecurity"
"34",2021-08-26,"google, microsoft, more tech firms pledge billions in cybersecurity after meeting with us president"
"35",2021-08-25,"microsoft wants chrome os users running office web apps, not android apps"
"36",2021-08-25,"microsoft announces 549 halothemed xbox series x console"
"37",2021-08-25,"otterai can transcribe microsoft teams, google meet, and cisco webex meetings if youre not there"
"38",2021-08-25,"microsoft to soon bring xbox cloud gaming to consoles"
"39",2021-08-25,"windows 11 4 biggest design changes it will bring to your pc"
"40",2021-08-25,"microsoft expands xbox cloud gaming to consoles"
"41",2021-08-25,"microsoft flight simulators next updates add electric air taxis and competitive multiplayer"
"42",2021-08-24,"millions of microsoftstored data records mistakenly exposed"
"43",2021-08-24,"microsoft partners invest india to support tech startups"
"44",2021-08-24,"check your permissions default settings in microsoft tool exposes 38 million user records online"
"45",2021-08-24,"ceos of apple, microsoft, amazon to meet with biden over cybersecurity report"
"46",2021-08-24,"microsoft stock hits fresh record after announcing office 365 price hikes"
"47",2021-08-24,"hedge funds are dumping popular stocks like disney and microsoft, goldman says"
